##LEFT- DOWN  - UP
14423	91	603	114	630	100
14424	51	603	74	630	100

#SIT RIGHT & LEFT
14521	371	448	394	465	100
14511	11	448	34	465	100
#BRACE RIGHT & LEFT
14621	211	484	234	511	100
14611	171	484	194	511	100

#ATTACK
14631	236	443	259	470	100
14632	1	483	16	510	100
14633	146	443	169	470	100


#HOLD RIGHT LEFT
14722	351	523	374	550	100
14723	381	523	404	550	100

14712	31	523	54	550	100
14713	1	523	24	550	100
#KICK RIGHT LEFT
14821	247	483	274	510	100
14811	137	483	164	510	100




# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11119	100

#WALKING RIGHT & LEFT
500	11121	100	11222	100	11223	100
501	11119	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100

#KICK
#Left
1801	18001	1000
#Right
1802	18002	1000

#HOLD RIGHT LEFT
1011	11721	100	11722	100	11723	100
1010	11711	100	11712	100	11713	100

#HOLD IDLE
1041	11721	100
1040	11711	100

#HOLD JUMP RIGHT LEFT
1051	11726	100
1050	11716	100

#DOWN_UP_PIPE
33334	114901	100

################### SMALL #################
1100	12121	100
1102	12111	100

#HOLD RIGHT LEFT
1611	12621	100	12622	100
1610	12611	100	12612	100

#HOLD IDLE
1641	12621	100
1640	12611	100

#HOLD JUMP RIGHT LEFT
1651	12626	100
1650	12616	100

#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#KICK_small
#Left_small
1701	17001	1000
#Right
1702	17002	1000

#######MARIO FLY##############
#IDLE
2401	14121	100
2400	14111	100

#WALKING RIGHT & LEFT
2501	14121	110	14222	110	14223	110
2500	14111	110	14212	110	14213	110

#RUNNING RIGHT & LEFT
2601	14321	5	14322	5	14323	5
2600	14311	5	14312	5	14313	5
#RUNNING PREPARE
2603	14121	50	14222	50	14223	50
2602	14111	50	14212	50	14213	50
#JUMP WALK
2701	14417	100
2700	14413	100

#JUMP RUN
2801	14427	100
2800	14423	100
#SIT RIGHT & LEFT 
2901	14521	100
2900	14511	100
#BRACE RIGHT & LEFT 
3001	14611	100
3000	14621	100
#ATTACK
3100	14631	100	14632	100	14633	100

#FLY_LEFT
3200	14423	100	14424	100
#FLY_RIGHT
3100	14427	100	14428	100

#HOLD RIGHT LEFT
3011	14721	100	14722	100	14723	100
3010	14711	100	14712	100	14713	100
#KICK RIGHT LEFT
3021	14821	100
3020	14811	100
#IDLE HOLD
3041	14721	100
3040	14711	100
#JUMP HOLD RIGHT LEFT
3051	14726	100
3050	14716	100

#FLY DOWN RIGHT LEFT
3061	14751	50	14753	50	14752	50	14753	50
3060	14741	50	14743	50	14742	50	14743	50

#ATTACK_RIGHT
3370	14902	100	14901	100	14902	100	14905	100

#ATTACK_LEFT
3371	14902	100	14905	100	14902	100	14901	100

#HITBOX_OF_TAIL
3070	14950	25	14952	25	14951	25	14953	25

#FLY_LEFT
3200	14423	100	14424	100
#FLY_RIGHT
3300	14427	100	14428	100

#DOWN_UP_PIPE
33333	114900	100

#HOLD_GO_RIGHT - LEFT
33334	1114900	100	1114901	100	1114902	100
33335	1114903	100	1114904	100	1114905	100

#HOLD_FLY_RIGHT - LEFT
33336	1114906	100

33337	1114907	100
