115	2926	457
115	2926	473
115	2926	489
115	2926	505
115	2926	521
115	2926	537
115	2926	553
115	2926	569
115	2926	585
115	2926	601

115	2910	441
115	2910	457
115	2910	473
115	2910	489
115	2910	505
115	2910	521
115	2910	537
115	2910	553
115	2910	569
115	2910	585
115	2910	601
115	2910	617

115	2942	441
115	2942	457
115	2942	473
115	2942	489
115	2942	505
115	2942	521
115	2942	537
115	2942	553
115	2942	569
115	2942	585
115	2942	601
115	2942	617

115	2958	441
115	2958	457
115	2958	473
115	2958	489
115	2958	505
115	2958	521
115	2958	537
115	2958	553
115	2958	569
115	2958	585
115	2958	601
115	2958	617

115	2974	441
115	2974	457
115	2974	473
115	2974	489
115	2974	505
115	2974	521
115	2974	537
115	2974	553
115	2974	569
115	2974	585
115	2974	601
115	2974	617

115	2990	441
115	2990	457
115	2990	473
115	2990	489
115	2990	505
115	2990	521
115	2990	537
115	2990	553
115	2990	569
115	2990	585
115	2990	601
115	2990	617

115	3006	441
115	3006	457
115	3006	473
115	3006	489
115	3006	505
115	3006	521
115	3006	537
115	3006	553
115	3006	569
115	3006	585
115	3006	601
115	3006	617

115	3022	441
115	3022	457
115	3022	473
115	3022	489
115	3022	505
115	3022	521
115	3022	537
115	3022	553
115	3022	569
115	3022	585
115	3022	601
115	3022	617


115	3070	441
115	3086	441
115	3102	441
115	3118	441
115	3134	441
115	3150	441
115	3166	441
115	3182	441
115	3198	441
115	3214	441
115	3230	441
115	3246	441

54	3045	449
54	3269	449


115	2910	617
115	2926	617
115	2942	617
115	2958	617
115	2974	617
115	2990	617
115	3006	617
115	3022	617
115	3038	617
115	3054	617
115	3070	617
115	3086	617
115	3102	617
115	3118	617
115	3134	617
115	3150	617
115	3166	617
115	3182	617
115	3198	617
115	3214	617
115	3230	617
115	3246	617
115	3262	617
115	3278	617
115	3294	617
115	3310	617
115	3326	617
115	3342	617
115	3358	617
115	3374	617
115	3390	617
115	3406	617

115	3406	441
115	3406	457
115	3406	473
115	3406	489
115	3406	505
115	3406	521
115	3406	537
115	3406	553
115	3406	569
115	3406	585
115	3406	601

115	3279	505
115	3263	505
115	3247	505

115	3279	521
115	3263	521
115	3247	521
115	3231	521

115	3279	537
115	3263	537
115	3247	537
115	3231	537
115	3215	537

115	3279	553
115	3263	553
115	3247	553
115	3231	553
115	3215	553
115	3199	553

115	3279	569
115	3263	569
115	3247	569
115	3231	569
115	3215	569
115	3199	569
115	3183	569

115	3279	585
115	3263	585
115	3247	585
115	3231	585
115	3215	585
115	3199	585
115	3183	585
115	3167	585

115	3279	601
115	3263	601
115	3247	601
115	3231	601
115	3215	601
115	3199	601
115	3183	601
115	3167	601
115	3151	601
115	3135	601
115	3119	601
115	3103	601
115	3087	601
115	3071	601
115	3055	601
115	3039	601

115	3294	441
115	3294	457
115	3294	473
115	3294	489
115	3294	505
115	3294	521
115	3294	537
115	3294	553
115	3294	569
115	3294	585
115	3294	601

115	3310	441
115	3310	457
115	3310	473
115	3310	489
115	3310	505
115	3310	521
115	3310	537
115	3310	553
115	3310	569
115	3310	585
115	3310	601

115	3326	441
115	3326	457
115	3326	473
115	3326	489
115	3326	505
115	3326	521
115	3326	537
115	3326	553
115	3326	569
115	3326	585
115	3326	601

115	3342	441
115	3342	457
115	3342	473
115	3342	489
115	3342	505
115	3342	521
115	3342	537
115	3342	553
115	3342	569
115	3342	585
115	3342	601

115	3358	441
115	3358	457
115	3358	473
115	3358	489
115	3358	505
115	3358	521
115	3358	537
115	3358	553
115	3358	569
115	3358	585
115	3358	601

115	3374	441
115	3374	457
115	3374	473
115	3374	489
115	3374	505
115	3374	521
115	3374	537
115	3374	553
115	3374	569
115	3374	585
115	3374	601

115	3390	441
115	3390	457
115	3390	473
115	3390	489
115	3390	505
115	3390	521
115	3390	537
115	3390	553
115	3390	569
115	3390	585
115	3390	601

#COIN_HIDEN_MAP
4	3108	551
4	3124	567
4	3140	567
4	3156	551
4	3156	535
4	3140	519
4	3124	519
4	3156	503
4	3156	487
4	3140	471
4	3124	471
4	3108	487

9999999	1185	470



















